2244	29	95	4.1194
2245	29	96	4.1195
2246	29	97	4.1196
2247	29	98	4.1197
2248	29	99	4.1198
2249	29	100	4.1199
2250	29	101	4.1200
2251	29	102	4.1201
2252	29	103	4.1202
2253	29	104	4.1203
2254	29	105	4.1204
2255	29	106	4.1205
2256	29	107	4.1206
2257	29	108	4.1207
2258	29	109	4.1208
2344	30	86	4.1294
2345	30	87	4.1295
2346	30	88	4.1296
2347	30	89	4.1297
2348	30	90	4.1298
2349	30	91	4.1299
2350	30	92	4.1300
2351	30	93	4.1301
2352	30	94	4.1302
2353	30	95	4.1303
2354	30	96	4.1304
2355	30	97	4.1305
2356	30	98	4.1306
2357	30	99	4.1307
2358	30	100	4.1308
2359	30	101	4.1309
2360	30	102	4.1310
2361	30	103	4.1311
2362	30	104	4.1312
2363	30	105	4.1313
2364	30	106	4.1314
2365	30	107	4.1315
2366	30	108	4.1316
2367	30	109	4.1317
2457	35	16	5.90
2458	35	17	5.91
2475	36	16	5.108
2476	36	17	5.109
2477	36	18	5.110
2692	46	30	7.138
2693	46	31	7.139
2694	46	32	7.140
2695	46	33	7.141
2696	46	34	7.142
2697	46	35	7.143
2698	46	36	7.144
2728	47	30	7.174
2729	47	31	7.175
2730	47	32	7.176
2731	47	33	7.177
2732	47	34	7.178
2733	47	35	7.179
2762	48	29	7.208
2763	48	30	7.209
2764	48	31	7.210
2765	48	32	7.211
2766	48	33	7.212
2767	48	34	7.213
2768	48	35	7.214
2817	50	24	8.49
2892	53	24	8.124
2893	53	25	8.125
2917	54	24	8.149
2918	54	25	8.150
2942	55	24	8.174
2943	55	25	8.175
2967	56	24	8.199
2968	56	25	8.200
2991	57	23	8.223
2992	57	24	8.224
2993	57	25	8.225
3016	58	23	8.248
3017	58	24	8.249
3018	58	25	8.250
3041	59	23	8.273
3042	59	24	8.274
3065	60	23	8.297
3066	60	24	8.298
